date,vixopen,vixhigh,vixlow,vixclose
11/01/2019,12.99,13.12,12.25,12.3
11/04/2019,12.68,13.13,12.44,12.83
11/05/2019,12.85,13.28,12.25,13.1
11/06/2019,13.18,13.39,12.6,12.62
11/07/2019,12.59,12.89,12.26,12.73
11/08/2019,12.98,13.05,12,12.07
11/11/2019,13.15,13.49,12.66,12.69
11/12/2019,12.64,13.1,12.36,12.68
11/13/2019,12.91,13.9,12.88,13
11/14/2019,13.16,13.81,12.93,13.05
11/15/2019,12.95,12.97,11.92,12.05
11/18/2019,12.39,13.1,12.32,12.46
11/19/2019,12.33,13.01,12.16,12.86
11/20/2019,13.42,14.17,12.61,12.78
11/21/2019,13.35,13.86,12.49,13.13
11/22/2019,12.82,13.25,12.33,12.34
11/25/2019,12.51,12.59,11.73,11.87
11/26/2019,11.88,12.04,11.42,11.54
11/27/2019,11.55,11.79,11.44,11.75
11/29/2019,12.5,12.83,12.12,12.62
12/02/2019,12.69,15.27,12.55,14.91
12/03/2019,14.68,17.99,14.61,15.96
12/04/2019,16.38,16.4,14.12,14.8
12/05/2019,14.46,15.37,14.17,14.52
12/06/2019,14.37,14.47,13.19,13.62
12/09/2019,14.25,16.07,12.25,15.86
12/10/2019,15.8,16.9,14.93,15.68
12/11/2019,15.57,15.97,14.98,14.99
12/12/2019,14.94,15.55,13.6,13.94
12/13/2019,13.18,14.35,12.54,12.63
12/16/2019,12.47,12.53,11.71,12.14
12/17/2019,12.23,12.47,11.9,12.29
12/18/2019,12.24,12.7,11.93,12.58
12/19/2019,12.55,12.78,12.43,12.5
12/20/2019,12.55,12.61,12.04,12.51
12/23/2019,12.81,12.9,12.41,12.61
12/24/2019,12.65,12.84,12.56,12.67
12/26/2019,12.74,12.75,11.72,12.65
12/27/2019,12.61,13.72,11.89,13.43
12/30/2019,13.74,15.14,13.44,14.82
12/31/2019,14.84,15.39,13.75,13.78
01/02/2020,13.46,13.72,12.42,12.47
01/03/2020,15.01,16.2,13.13,14.02
01/06/2020,15.45,16.39,13.54,13.85
01/07/2020,13.84,14.46,13.39,13.79
01/08/2020,15.16,15.24,12.83,13.45
01/09/2020,12.95,13.24,12.53,12.54
01/10/2020,12.42,12.87,12.09,12.56
01/13/2020,12.84,13.09,12.32,12.32
01/14/2020,12.72,13.82,12.05,12.39
01/15/2020,12.79,12.83,11.95,12.42
01/16/2020,12.2,12.42,11.78,12.32
01/17/2020,12.21,12.48,11.75,12.1
01/21/2020,13.23,13.33,12.32,12.85
01/22/2020,12.45,13.01,12.31,12.91
01/23/2020,13.26,14.15,12.94,12.98
01/24/2020,12.75,15.98,12.62,14.56
01/27/2020,17.42,19.02,16.82,18.23
01/28/2020,16.94,18.03,15.69,16.28
01/29/2020,15.68,16.65,14.94,16.39
01/30/2020,17.82,18.39,15.3,15.49
01/31/2020,16.25,19.99,16.18,18.84
02/03/2020,18.64,18.88,17.1,17.97
02/04/2020,16.45,16.46,15.63,16.05
02/05/2020,16.29,16.32,15.02,15.15
02/06/2020,15.13,15.66,14.7,14.96
02/07/2020,15.07,16.16,14.81,15.47
02/10/2020,15.88,16.43,15.01,15.04
02/11/2020,14.91,15.27,14.38,15.18
02/12/2020,14.86,14.88,13.73,13.74
02/13/2020,14.43,15.44,14,14.15
02/14/2020,14.12,14.54,13.38,13.68
02/18/2020,14.98,15.49,14.53,14.83
02/19/2020,14.66,14.74,14.21,14.38
02/20/2020,14.54,17.21,14.49,15.56
02/21/2020,17.33,18.21,16.19,17.08
02/24/2020,22.25,26.35,22,25.03
02/25/2020,22.19,30.25,22.19,27.85
02/26/2020,26.63,29.57,24.76,27.56
02/27/2020,28.95,39.31,27.79,39.16
02/28/2020,42.02,49.48,39.37,40.11
